VISIT_AREA_NM,VISIT_AREA_MAIN_TYPE,VISIT_COUNT,VISIT_REASON,RES_CAFE
소노벨 제주,24,56,"[0.178571, 0.053571, 0.0, 0.107143, 0.053571, 0.071429, 0.107143, 0.107143, 0.0, 0.0, 0.321429]",2
고향흑돼지,11,2,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
검멀레해변,1,64,"[0.609375, 0.15625, 0.0, 0.125, 0.015625, 0.015625, 0.0, 0.0, 0.078125, 0.0, 0.0]",2
아쿠아플라넷 제주,6,74,"[0.472973, 0.094595, 0.040541, 0.189189, 0.067568, 0.0, 0.0, 0.013514, 0.013514, 0.040541, 0.067568]",2
뽀로로앤타요테마파크 제주,6,25,"[0.28, 0.16, 0.04, 0.08, 0.36, 0.0, 0.0, 0.0, 0.0, 0.08, 0.0]",2
블랑로쉐,11,34,"[0.176471, 0.647059, 0.0, 0.088235, 0.058824, 0.0, 0.0, 0.0, 0.029412, 0.0, 0.0]",1
소섬전복,11,9,"[0.0, 0.777778, 0.0, 0.111111, 0.111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
백가네제주한상,11,5,"[0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0]",0
우무,11,53,"[0.339623, 0.528302, 0.0, 0.037736, 0.09434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
화로위,11,4,"[0.0, 0.5, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주항공우주박물관,2,31,"[0.064516, 0.258065, 0.0, 0.129032, 0.0, 0.064516, 0.0, 0.0, 0.032258, 0.387097, 0.064516]",2
생이기정,1,2,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
샤부돈,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
아루미호텔 협재점,24,14,"[0.0, 0.071429, 0.071429, 0.0, 0.214286, 0.357143, 0.0, 0.0, 0.0, 0.0, 0.285714]",2
항파두리 항몽유적지,2,37,"[0.324324, 0.243243, 0.027027, 0.054054, 0.0, 0.054054, 0.0, 0.0, 0.054054, 0.243243, 0.0]",2
어음리억새군락지,1,25,"[0.56, 0.2, 0.0, 0.0, 0.12, 0.04, 0.0, 0.0, 0.08, 0.0, 0.0]",2
르네상스호텔,24,12,"[0.0, 0.083333, 0.0, 0.0, 0.166667, 0.083333, 0.0, 0.583333, 0.0, 0.0, 0.083333]",2
우피후피,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0
대우정,11,6,"[0.0, 0.333333, 0.0, 0.166667, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
하라케케,11,14,"[0.214286, 0.285714, 0.0, 0.071429, 0.428571, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
금능샌드,11,3,"[0.0, 0.666667, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
호텔 케니 서귀포,24,71,"[0.014085, 0.098592, 0.0, 0.140845, 0.0, 0.126761, 0.0, 0.492958, 0.0, 0.0, 0.126761]",2
맥도날드 제주서귀포DT점,11,4,"[0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0]",0
숨도,6,6,"[0.166667, 0.5, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
이중섭미술관,3,35,"[0.542857, 0.028571, 0.0, 0.171429, 0.028571, 0.028571, 0.0, 0.028571, 0.085714, 0.057143, 0.028571]",2
천일만두,11,10,"[0.1, 0.2, 0.0, 0.3, 0.3, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0]",0
휴일로,11,21,"[0.52381, 0.285714, 0.0, 0.0, 0.190476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
그시절그짬뽕,11,3,"[0.333333, 0.333333, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
미스틱3도,11,9,"[0.111111, 0.444444, 0.0, 0.111111, 0.222222, 0.0, 0.0, 0.0, 0.111111, 0.0, 0.0]",1
고은물식당,11,6,"[0.0, 0.833333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.166667, 0.0, 0.0]",0
산양큰엉곶,1,28,"[0.321429, 0.535714, 0.0, 0.035714, 0.071429, 0.0, 0.0, 0.0, 0.035714, 0.0, 0.0]",2
수월,24,6,"[0.0, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.666667, 0.0, 0.0, 0.0]",2
백약이오름,1,19,"[0.526316, 0.105263, 0.0, 0.157895, 0.0, 0.052632, 0.0, 0.0, 0.157895, 0.0, 0.0]",2
마노르블랑,13,36,"[0.5, 0.416667, 0.0, 0.055556, 0.027778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
파더스가든,13,31,"[0.225806, 0.290323, 0.0, 0.032258, 0.064516, 0.032258, 0.0, 0.032258, 0.096774, 0.032258, 0.193548]",2
엘파소,11,14,"[0.285714, 0.5, 0.0, 0.0, 0.214286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
덴드리,13,5,"[0.0, 0.6, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]",1
송악산,1,36,"[0.416667, 0.111111, 0.0, 0.222222, 0.138889, 0.0, 0.0, 0.0, 0.055556, 0.0, 0.055556]",2
새빌,11,42,"[0.380952, 0.357143, 0.02381, 0.071429, 0.071429, 0.047619, 0.0, 0.0, 0.047619, 0.0, 0.0]",0
녹차동굴,1,4,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
제주커피박물관 바움,2,5,"[0.2, 0.4, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]",2
표선농협하나로마트,10,11,"[0.0, 0.0, 0.0, 0.090909, 0.0, 0.272727, 0.090909, 0.181818, 0.363636, 0.0, 0.0]",2
해뜨는식당,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
에코랜드테마파크,6,52,"[0.384615, 0.153846, 0.019231, 0.211538, 0.153846, 0.057692, 0.0, 0.0, 0.0, 0.019231, 0.0]",2
엉덩물계곡,1,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
호텔더본 제주,24,29,"[0.068966, 0.448276, 0.0, 0.103448, 0.034483, 0.0, 0.034483, 0.206897, 0.0, 0.0, 0.103448]",2
호텔더본 탐모라,24,21,"[0.238095, 0.380952, 0.047619, 0.190476, 0.047619, 0.0, 0.0, 0.047619, 0.0, 0.0, 0.047619]",2
색달생수천 생태문화공원,1,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
파리바게트,11,2,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
구좌읍세화 월정리그때그집,11,6,"[0.0, 0.333333, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0]",0
로로패들보드클럽,5,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
섭지해녀의집,11,5,"[0.0, 0.4, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0]",0
아부오름,1,25,"[0.36, 0.12, 0.0, 0.08, 0.12, 0.16, 0.0, 0.0, 0.04, 0.0, 0.12]",2
에이스렌트카,10,5,"[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.2, 0.0, 0.0, 0.4]",2
한림공원,1,34,"[0.441176, 0.117647, 0.058824, 0.117647, 0.058824, 0.029412, 0.0, 0.0, 0.147059, 0.0, 0.029412]",2
제주스테이인성산,24,9,"[0.0, 0.0, 0.0, 0.0, 0.222222, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.444444]",2
오르다,11,10,"[0.3, 0.2, 0.0, 0.2, 0.0, 0.0, 0.1, 0.0, 0.1, 0.0, 0.1]",0
털보네장어랜드,10,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
소금바치순이네,11,22,"[0.181818, 0.545455, 0.045455, 0.090909, 0.136364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
닭머르,1,31,"[0.548387, 0.354839, 0.0, 0.0, 0.064516, 0.032258, 0.0, 0.0, 0.0, 0.0, 0.0]",2
한림칼국수,11,9,"[0.0, 0.333333, 0.222222, 0.111111, 0.111111, 0.111111, 0.0, 0.0, 0.111111, 0.0, 0.0]",0
만장굴,1,57,"[0.596491, 0.035088, 0.052632, 0.035088, 0.052632, 0.017544, 0.0, 0.0, 0.070175, 0.105263, 0.035088]",2
신창풍차해안도로,1,68,"[0.529412, 0.073529, 0.014706, 0.191176, 0.058824, 0.088235, 0.0, 0.0, 0.029412, 0.0, 0.014706]",2
어린왕자감귤밭,13,28,"[0.25, 0.607143, 0.0, 0.0, 0.035714, 0.0, 0.035714, 0.0, 0.0, 0.035714, 0.035714]",0
선인장자생지,1,2,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
아침미소목장,13,43,"[0.395349, 0.255814, 0.0, 0.069767, 0.162791, 0.0, 0.0, 0.0, 0.0, 0.069767, 0.046512]",0
서귀포잠수함,13,21,"[0.47619, 0.142857, 0.142857, 0.0, 0.047619, 0.0, 0.0, 0.0, 0.0, 0.142857, 0.047619]",2
먹고정,11,13,"[0.076923, 0.615385, 0.076923, 0.0, 0.153846, 0.076923, 0.0, 0.0, 0.0, 0.0, 0.0]",0
켄싱턴리조트 제주한림,24,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.0, 0.25]",2
제스토리,10,18,"[0.0, 0.333333, 0.0, 0.0, 0.111111, 0.0, 0.0, 0.0, 0.5, 0.0, 0.055556]",2
BK호텔제주,24,20,"[0.0, 0.35, 0.05, 0.4, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0]",2
비자림,1,113,"[0.495575, 0.079646, 0.061947, 0.212389, 0.123894, 0.0, 0.0, 0.00885, 0.00885, 0.0, 0.00885]",2
삼대국수회관 신제주점,11,4,"[0.0, 0.5, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
해오름식당,11,3,"[0.0, 0.666667, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
한라산국립공원,1,33,"[0.787879, 0.0, 0.0, 0.181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030303]",2
HY초이호스텔,24,3,"[0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.666667, 0.0, 0.0, 0.0]",2
늘봄흑돼지,11,13,"[0.153846, 0.076923, 0.0, 0.230769, 0.461538, 0.0, 0.0, 0.0, 0.076923, 0.0, 0.0]",0
도도돈까스,11,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주목공방,13,2,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
새별오름관광타운,1,2,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
랜디스도넛 제주애월점,11,59,"[0.59322, 0.288136, 0.016949, 0.033898, 0.033898, 0.016949, 0.0, 0.0, 0.016949, 0.0, 0.0]",1
놀맨,11,6,"[0.5, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.166667, 0.0, 0.0]",0
부촌,11,9,"[0.111111, 0.333333, 0.0, 0.0, 0.222222, 0.111111, 0.0, 0.111111, 0.111111, 0.0, 0.0]",0
더포그레이스호텔앤리조트,24,9,"[0.0, 0.111111, 0.0, 0.0, 0.222222, 0.0, 0.222222, 0.222222, 0.0, 0.0, 0.222222]",2
썬셋클리프,11,5,"[0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0]",0
털보네 게스트하우스,24,4,"[0.5, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
동남팔팔회센타,11,2,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",0
스타벅스 제주성산DT점,11,29,"[0.103448, 0.206897, 0.034483, 0.0, 0.0, 0.206897, 0.068966, 0.0, 0.275862, 0.0, 0.103448]",1
신신호텔 서귀포점,24,23,"[0.0, 0.130435, 0.0, 0.086957, 0.173913, 0.043478, 0.0, 0.521739, 0.0, 0.0, 0.043478]",2
한담해변,1,32,"[0.53125, 0.125, 0.0, 0.125, 0.03125, 0.0, 0.0, 0.0, 0.15625, 0.0, 0.03125]",2
장한철 생가,2,8,"[0.25, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.5, 0.0, 0.0]",2
카페테,11,5,"[0.2, 0.4, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]",1
CU 봄그리고가을리조트점,10,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
소울빌리지 TRX GYM,5,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",2
만달,10,8,"[0.0, 0.625, 0.0, 0.0, 0.0, 0.125, 0.0, 0.125, 0.0, 0.0, 0.125]",2
이서방흑돼지,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0
제주반딧불한담 애월점,11,8,"[0.125, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0]",0
"오른(orrrn,오알엔)",11,20,"[0.25, 0.65, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0]",0
페이보릿,10,8,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.5, 0.0, 0.125]",2
조식,11,2,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
샐리스 제주,24,11,"[0.0, 0.090909, 0.0, 0.0, 0.272727, 0.0, 0.090909, 0.545455, 0.0, 0.0, 0.0]",2
살롱드라방,11,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
신엄해녀의집,11,3,"[0.0, 0.333333, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333]",0
봄날,11,8,"[0.375, 0.25, 0.0, 0.125, 0.125, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0]",0
앞뱅디식당,11,4,"[0.0, 0.25, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
서복전시관,3,8,"[0.375, 0.0, 0.0, 0.125, 0.0, 0.125, 0.0, 0.0, 0.25, 0.125, 0.0]",2
제주애월항수산,11,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
올래국수 본점,11,26,"[0.230769, 0.384615, 0.038462, 0.307692, 0.038462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주도립김창열미술관,3,21,"[0.285714, 0.285714, 0.047619, 0.047619, 0.142857, 0.047619, 0.0, 0.0, 0.047619, 0.095238, 0.0]",2
우도,1,134,"[0.552239, 0.029851, 0.014925, 0.335821, 0.037313, 0.007463, 0.0, 0.0, 0.0, 0.0, 0.022388]",2
중문회어시장,4,4,"[0.0, 0.25, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
라토커피,11,5,"[0.0, 0.4, 0.0, 0.0, 0.0, 0.4, 0.0, 0.2, 0.0, 0.0, 0.0]",1
어진이네횟집,11,5,"[0.0, 0.8, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
오션스타콘도,24,12,"[0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.25, 0.333333, 0.0, 0.0, 0.166667]",2
보롬왓,1,20,"[0.2, 0.45, 0.05, 0.15, 0.1, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0]",2
미쁜제과,11,28,"[0.25, 0.357143, 0.0, 0.142857, 0.107143, 0.0, 0.0, 0.0, 0.142857, 0.0, 0.0]",1
서귀포유람선,5,18,"[0.555556, 0.222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.055556, 0.055556, 0.055556, 0.055556]",2
네스트펜션,24,3,"[0.0, 0.666667, 0.0, 0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
본카페 애월,11,9,"[0.111111, 0.444444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.111111]",1
민스마켓,10,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2
드르쿰다in성산,13,44,"[0.5, 0.386364, 0.0, 0.0, 0.022727, 0.0, 0.0, 0.045455, 0.022727, 0.0, 0.022727]",0
명진전복,11,16,"[0.1875, 0.3125, 0.0625, 0.125, 0.3125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주로렌트카,10,6,"[0.0, 0.333333, 0.0, 0.0, 0.0, 0.166667, 0.0, 0.166667, 0.0, 0.0, 0.333333]",2
카페아이니,11,4,"[0.25, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0]",1
제주아트서커스,3,20,"[0.45, 0.25, 0.05, 0.1, 0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.05]",2
국수한상,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
자매국수 본점,11,61,"[0.262295, 0.311475, 0.016393, 0.180328, 0.163934, 0.04918, 0.0, 0.0, 0.0, 0.0, 0.016393]",0
김녕성세기해변 인증센터,13,3,"[0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.666667]",2
전망좋은집흑돼지,11,11,"[0.090909, 0.454545, 0.272727, 0.0, 0.090909, 0.0, 0.0, 0.0, 0.090909, 0.0, 0.0]",0
다락쉼터 인증센터,13,6,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.166667, 0.0, 0.333333]",2
성산일출봉 인증센터,13,3,"[0.666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333]",2
법환바당 인증센터,13,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",2
어촌식당,11,4,"[0.25, 0.25, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
쇠소깍 인증센터,13,4,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]",2
도체비낭게스트하우스,24,7,"[0.0, 0.571429, 0.0, 0.0, 0.0, 0.142857, 0.0, 0.142857, 0.142857, 0.0, 0.0]",2
성산아쿠아비치호텔,24,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",2
dklee,11,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0
해거름마을공원 인증센터,13,6,"[0.333333, 0.0, 0.0, 0.166667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]",2
가람돌솥밥,11,12,"[0.0, 0.666667, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.083333]",0
귤하르방,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0
용두암 인증센터,13,4,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]",2
함덕서우봉해변 인증센터,13,5,"[0.4, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4]",2
송악산 인증센터,13,4,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]",2
돌카롱 중문점,11,7,"[0.0, 0.857143, 0.0, 0.0, 0.0, 0.142857, 0.0, 0.0, 0.0, 0.0, 0.0]",0
제주민속촌,2,22,"[0.363636, 0.045455, 0.090909, 0.045455, 0.045455, 0.090909, 0.0, 0.0, 0.090909, 0.136364, 0.090909]",2
유니호텔 앤 풀빌라,24,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.666667, 0.0, 0.0]",2
상효원수목원,1,31,"[0.451613, 0.258065, 0.0, 0.064516, 0.064516, 0.032258, 0.0, 0.0, 0.032258, 0.0, 0.096774]",2
선녀와나무꾼 테마공원,6,11,"[0.181818, 0.363636, 0.0, 0.090909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.363636]",2
송악산둘레길,7,60,"[0.566667, 0.116667, 0.016667, 0.1, 0.116667, 0.016667, 0.0, 0.0, 0.033333, 0.0, 0.033333]",2
제주김만복김밥 서귀포점,11,6,"[0.333333, 0.166667, 0.0, 0.166667, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0, 0.0]",0
제주순메밀막국수,11,14,"[0.071429, 0.642857, 0.0, 0.0, 0.071429, 0.0, 0.0, 0.0, 0.214286, 0.0, 0.0]",0
카멜리아힐,1,90,"[0.566667, 0.188889, 0.011111, 0.155556, 0.044444, 0.0, 0.0, 0.011111, 0.0, 0.0, 0.022222]",2
관음사,2,25,"[0.44, 0.2, 0.08, 0.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16]",2
소희네뚝배기식당,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0
오드씽,11,12,"[0.25, 0.25, 0.0, 0.0, 0.0, 0.083333, 0.0, 0.166667, 0.166667, 0.0, 0.083333]",0
사려니숲길 관광안내소,1,2,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
탑동수산시장,4,2,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]",2
제주사월,10,15,"[0.0, 0.2, 0.0, 0.066667, 0.0, 0.066667, 0.0, 0.4, 0.2, 0.0, 0.066667]",2
현애원&카페이스틀리,11,7,"[0.0, 0.714286, 0.0, 0.0, 0.0, 0.142857, 0.0, 0.0, 0.0, 0.0, 0.142857]",1
돈하르방,11,2,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]",0
소로록,11,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0
제주담스파빌,24,3,"[0.0, 0.333333, 0.0, 0.0, 0.666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
협재리브와일드바앤키친,11,1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
소사오름,11,2,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
노론존,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
숙성도 노형점,11,46,"[0.282609, 0.391304, 0.086957, 0.086957, 0.130435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739]",0
제주기역,24,8,"[0.0, 0.25, 0.0, 0.25, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
제주벨미협재점,10,3,"[0.0, 0.333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.666667, 0.0, 0.0]",2
제갈양,11,9,"[0.0, 0.444444, 0.111111, 0.0, 0.0, 0.111111, 0.0, 0.111111, 0.222222, 0.0, 0.0]",0
금능상회,11,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
금능반지하,11,6,"[0.166667, 0.333333, 0.0, 0.166667, 0.166667, 0.0, 0.0, 0.0, 0.166667, 0.0, 0.0]",0
제주멜즈,10,2,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
제주은갈치김밥,11,4,"[0.0, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]",0
착한스시,11,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
마농치킨 본점,11,4,"[0.25, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
외돌개 전망대,1,13,"[0.846154, 0.0, 0.0, 0.076923, 0.0, 0.0, 0.0, 0.0, 0.076923, 0.0, 0.0]",2
제주월드컵경기장,5,8,"[0.25, 0.0, 0.0, 0.0, 0.125, 0.125, 0.0, 0.0, 0.25, 0.0, 0.25]",2
하귤당,24,4,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
아길라호텔,24,6,"[0.0, 0.333333, 0.0, 0.0, 0.0, 0.5, 0.166667, 0.0, 0.0, 0.0, 0.0]",2
화순한가네식당,11,13,"[0.0, 0.461538, 0.0, 0.153846, 0.307692, 0.0, 0.0, 0.076923, 0.0, 0.0, 0.0]",0
안녕함덕,24,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.142857, 0.714286, 0.0, 0.0, 0.142857]",2
다이빙맛,24,4,"[0.25, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0]",2
취향의섬 키친,11,5,"[0.4, 0.4, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
떡하니,11,3,"[0.333333, 0.666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
송당무끈모루,1,11,"[0.363636, 0.454545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.181818, 0.0, 0.0]",2
순풍해장국 함덕본점,11,5,"[0.6, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
옥화네포차,11,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
상상 함덕점,11,14,"[0.071429, 0.785714, 0.0, 0.0, 0.142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
술의식물원,6,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2
